"school,education"
"-,education"
"new,education"
"delhi,education"
"delhi,education"
"access,skill"
"buying,skill"
"css,skill"
"database,skill"
"css,skill"
"disciplined,skill"
"dedicated,skill"
"and,skill"
"hardworking,skill"
"keen,skill"
"learner,skill"
"good,skill"
"inter-personal,skill"
"and,skill"
"communication,skill"
"skill,skill"
"confident,skill"
"good,skill"
"presentation,skill"
"skill,skill"
"good,skill"
"team,skill"
"working,skill"
"ability,skill"
"software,experience"
"engineer,experience"
"saurashtra,education"
"university,education"
"problem,skill"
"solving,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"project,skill"
"lifecycle,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"project,skill"
"manager,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"technical,skill"
"assistance,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"senior,experience"
"software,experience"
"engineer,experience"
"senior,experience"
"software,experience"
"engineer,experience"
"senior,experience"
"consultant,experience"
"staff,experience"
"consultant,experience"
"associate,experience"
"consultant,experience"
"b.e,education"
"in,education"
"computer,education"
"science,education"
"engineering,education"
"adithya,education"
"institute,education"
"of,education"
"technology,education"
"apex,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"data,skill"
"structures,skill"
"3,skill"
"years,skill"
"flexcube,skill"
"5,skill"
"years,skill"
"oracle,skill"
"5,skill"
"years,skill"
"algorithms,skill"
"3,skill"
"years,skill"
"languages:,skill"
"core,skill"
"java,skill"
"go,skill"
"lang,skill"
"data,skill"
"structures,skill"
"&,skill"
"algorithms,skill"
"oracle,skill"
"pl-sql,skill"
"programming,skill"
"sales,skill"
"force,skill"
"with,skill"
"apex,skill"
"tools:,skill"
"radtool,skill"
"jdeveloper,skill"
"netbeans,skill"
"eclipse,skill"
"sql,skill"
"developer,skill"
"pl/sql,skill"
"developer,skill"
"winscp,skill"
"putty,skill"
"web,skill"
"technologies:,skill"
"javascript,skill"
"xml,skill"
"html,skill"
"webservice,skill"
"operating,skill"
"systems:,skill"
"linux,skill"
"windows,skill"
"version,skill"
"control,skill"
"system,skill"
"svn,skill"
"&,skill"
"git-hub,skill"
"databases:,skill"
"oracle,skill"
"middleware:,skill"
"web,skill"
"logic,skill"
"oc4j,skill"
"product,skill"
"flexcube:,skill"
"oracle,skill"
"flexcube,skill"
"versions,skill"
"10.x,skill"
"11.x,skill"
"and,skill"
"12.x,skill"
"test,experience"
"analyst,experience"
"manual,experience"
"and,experience"
"automation,experience"
"testing,experience"
"qa,experience"
"analyst,experience"
"test,experience"
"analyst,experience"
"test,experience"
"analyst,experience"
"qa,experience"
"analyst,experience"
"mca,education"
"osmania,education"
"university,education"
"b.sc,education"
"in,education"
"computer,education"
"science,education"
"osmania,education"
"university,education"
"functional,skill"
"testing,skill"
"blue,skill"
"prism,skill"
"qtp,skill"
"data,experience"
"analyst,experience"
"intern,experience"
"data,experience"
"analyst,experience"
"intern,experience"
"statistics,education"
"and,education"
"probability,education"
"manipal,education"
"university,education"
"b,education"
"tech,education"
"in,education"
"electrical,education"
"and,education"
"electronics,education"
"in,education"
"embedded,education"
"systems,education"
"manipal,education"
"university,education"
"python,skill"
"2,skill"
"years,skill"
"sql,skill"
"1,skill"
"year,skill"
"nosql,skill"
"1,skill"
"year,skill"
"r,skill"
"2,skill"
"years,skill"
"machine,skill"
"learning,skill"
"2,skill"
"years,skill"
"languages,skill"
"&,skill"
"technologies:,skill"
"python,skill"
"r,skill"
"sql,skill"
"nosql,skill"
"predictive,skill"
"modelling,skill"
"market,skill"
"basket,skill"
"analysis,skill"
"sentimental,skill"
"analysis,skill"
"clustering,skill"
"bash,skill"
"scripting,skill"
"preliminary,skill"
"socket,skill"
"programming,skill"
"java,skill"
"preliminary,skill"
"•,skill"
"tools:,skill"
"r,skill"
"studio,skill"
"jupyter,skill"
"git,skill"
"sublime,skill"
"matlab,skill"
"linux,skill"
"kvm,skill"
"virtual,skill"
"box,skill"
"open,skill"
"vz,skill"
"oracle,skill"
"sql,skill"
"developer,skill"
"mysql,skill"
"mongodb,skill"
"excel,skill"
"associate,experience"
"consultant,experience"
"associate,experience"
"consultant,experience"
"associate,experience"
"consultant,experience"
"associate,experience"
"consultant,experience"
"birla,education"
"institute,education"
"of,education"
"technology,education"
"bachelor,education"
"of,education"
"technology,education"
"in,education"
"computer,education"
"science,education"
"university,education"
"college,education"
"of,education"
"engineering,education"
"languages:,skill"
"core,skill"
"java,skill"
"front,skill"
"end/gui,skill"
"tools,skill"
"programming:,skill"
"adobe,skill"
"flex,skill"
"gwt,skill"
"database:,skill"
"oracle,skill"
"10g,skill"
"ide:,skill"
"eclipse,skill"
"flexbuilder,skill"
"frameworks:,skill"
"springbasics,skill"
"mvc,skill"
"frame,skill"
"work,skill"
"operating,skill"
"system:,skill"
"windows,skill"
"linux,skill"
"unix,skill"
"java,experience"
"developer,experience"
"application,experience"
"developer,experience"
"bachelor,education"
"of,education"
"enginerring,education"
"in,education"
"information,education"
"technology,education"
"army,education"
"institute,education"
"of,education"
"technology,education"
"rashtriya,education"
"military,education"
"school,education"
"bangalore,education"
"cbse,education"
"in,education"
"mathematics,education"
"and,education"
"english,education"
"rashtriya,education"
"military,education"
"school,education"
"bangalore,education"
"java,skill"
"1,skill"
"year,skill"
"css,skill"
"1,skill"
"year,skill"
"html,skill"
"1,skill"
"year,skill"
"mysql,skill"
"1,skill"
"year,skill"
"javascript,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"angularjs,skill"
"1,skill"
"year,skill"
"oracle,skill"
"pl/sql,skill"
"rogramming,skill"
"languages,skill"
":c/c++,skill"
"angular,skill"
"java,skill"
"java,skill"
"servlet,skill"
"html,skill"
"java,skill"
"script,skill"
"mysql,skill"
"css,skill"
"jsff,skill"
"operating,skill"
"systems,skill"
"linux,skill"
"windows,skill"
"android,skill"
"orm,skill"
"eclipse,skill"
"link,skill"
"hibernate,skill"
"framework,skill"
"&,skill"
"tools,skill"
":adf,skill"
"eclipse,skill"
"android,skill"
"studio,skill"
"git,skill"
"selenium,skill"
"code,skill"
"blocks,skill"
"net,skill"
"beans,skill"
"r,skill"
"studio,skill"
"tortoise,skill"
"svn,skill"
"sql,skill"
"oracle,skill"
"-,skill"
"capable,skill"
"and,skill"
"hardworking,skill"
"be,education"
"computer,education"
"science,education"
"in,education"
"computer,education"
"science,education"
"saraswati,education"
"college,education"
"of,education"
"engineering,education"
"hsc,education"
"in,education"
"computer,education"
"science,education"
"acharya,education"
"college,education"
"chembur,education"
"state,education"
"board,education"
"fi/co,experience"
"consultant,experience"
"in,experience"
"tech,experience"
"mahindra,experience"
"finance,skill"
"•,skill"
"financial,skill"
"accounting-,skill"
"general,skill"
"ledger,skill"
"accounting,skill"
"fi-g/l,skill"
"new,skill"
"gl,skill"
"•,skill"
"accounts,skill"
"payable-fi-a/p,skill"
"•,skill"
"accounts,skill"
"receivable,skill"
"fi-a/r,skill"
"fi/co,experience"
"consultant,experience"
"in,experience"
"tech,experience"
"mahindra,experience"
"b.com,education"
"education,education"
"college,education"
"ag&sgs,education"
"intermediate,education"
"college,education"
"associate,experience"
"consultant,experience"
"associate,experience"
"consultant,experience"
"associate,experience"
"consultant,experience"
"b,education"
"tech,education"
"in,education"
"electronics,education"
"and,education"
"communication,education"
"biju,education"
"patnaik,education"
"university,education"
"itil,skill"
"foundation,skill"
"systems,experience"
"engineer,experience"
"systems,experience"
"engineer,experience"
"b,education"
"e,education"
"in,education"
"production,education"
"engineering,education"
"velammal,education"
"engineering,education"
"college,education"
"tamil,education"
"nadu,education"
"board,education"
"of,education"
"education,education"
"hr,education"
"sec,education"
"school,education"
"destructive,skill"
"testing,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"forge,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"non-destructive,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"non-destructive,skill"
"testing,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"quality,skill"
"control,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"ability,skill"
"to,skill"
"quick,skill"
"grasp,skill"
"the,skill"
"concepts,skill"
"flexible,skill"
"hard,skill"
"working,skill"
"consistent,skill"
"architect,experience"
"architect,experience"
"architect,experience"
"sr,experience"
"consultant,experience"
"sr,experience"
"test,experience"
"engineer,experience"
"pgdbm,education"
"narsee,education"
"monjee,education"
"institute,education"
"of,education"
"management,education"
"studies,education"
"program,skill"
"management,skill"
"2,skill"
"years,skill"
"product,skill"
"management,skill"
"2,skill"
"years,skill"
"quality,skill"
"assurance,skill"
"10+,skill"
"years,skill"
"business,skill"
"intelligence,skill"
"devops,skill"
"systems,experience"
"engineer,experience"
"b.tech,education"
"in,education"
"information,education"
"technology,education"
"sap,skill"
"security,skill"
"systems,experience"
"engineer,experience"
"sap,skill"
"security,skill"
"systems,experience"
"engineer,experience"
"sap,skill"
"systems:,skill"
"sap,skill"
"ecc,skill"
"6.0,skill"
"product,skill"
"tools:,skill"
"grc,skill"
"10.1,skill"
"database:,skill"
"oracle,skill"
"sql,skill"
"rdbms,skill"
"b.tech,education"
"in,education"
"engineering,education"
"northern,education"
"india,education"
"engineering,education"
"college,education"
"ip,education"
"university,education"
"delhi,education"
"cbse,education"
"lovely,education"
"public,education"
"sr,education"
"sec,education"
"school,education"
"cbse,education"
"lovely,education"
"public,education"
"sr,education"
"sec,education"
"school,education"
"sap,skill"
"security,skill"
"operating,skill"
"systems:,skill"
"windows,skill"
"[…],skill"
"8,skill"
"10,skill"
"languages:,skill"
"c,skill"
"c++,skill"
"c#,skill"
"professional,skill"
"skill,skill"
"set:,skill"
"•,skill"
"good,skill"
"communication,skill"
"skill,skill"
"in,skill"
"english,skill"
"and,skill"
"hindi,skill"
"•,skill"
"ability,skill"
"to,skill"
"work,skill"
"under,skill"
"pressure,skill"
"team,experience"
"member,experience"
"team,experience"
"member,experience"
"team,experience"
"member,experience"
"compucom,education"
"insitute,education"
"of,education"
"information,education"
"technology,education"
"rajasthan,education"
"university,education"
"database,skill"
"3,skill"
"years,skill"
"python,skill"
"3,skill"
"years,skill"
"splunk,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"sql,skill"
"3,skill"
"years,skill"
"xml,skill"
"3,skill"
"years,skill"
"xml,skill"
"•,skill"
"database:,skill"
"maria-db,skill"
"sql,skill"
"•,skill"
"cisco,skill"
"monitoring,skill"
"tools:,skill"
"em7,skill"
"•,skill"
"operating,skill"
"systems:,skill"
"windows/xp,skill"
"•,skill"
"reporting,skill"
"tools:,skill"
"vportal,skill"
"splunk,skill"
"•,skill"
"application,skill"
"&,skill"
"web,skill"
"servers:,skill"
"sciencelogic,skill"
"em7,skill"
"syslog,skill"
"sender,skill"
"relay,skill"
"server,skill"
"•,skill"
"data,skill"
"structure,skill"
"knowledge:,skill"
"intermediate,skill"
"senior,experience"
"system,experience"
"engineer,experience"
"networking,education"
"training,education"
"program,education"
"in,education"
"•,skill"
"monthly,skill"
"patching,skill"
"update,skill"
"activity,skill"
"and,skill"
"server,skill"
"owner,skill"
"/,skill"
"rfc,skill"
"follow-ups,skill"
"senior,experience"
"systems,experience"
"engineer,experience"
"senior,experience"
"systems,experience"
"engineer,experience"
"senior,experience"
"c,skill"
"c++,skill"
"html,skill"
"science,education"
"4,skill"
"years,skill"
"years,skill"
"python,skill"
"2,skill"
"years,skill"
"lead,experience"
"team,experience"
"lead,experience"
"lead,experience"
"analyst,experience"
"data,experience"
"management,experience"
"senior,experience"
"analyst,experience"
"commerce,education"
"b.com,education"
"vivekananda,education"
"education,education"
"college,education"
"bangalore,education"
"university,education"
"vivekananda,education"
"pu,education"
"college,education"
"bcp,skill"
"6,skill"
"years,skill"
"data,skill"
"years,skill"
"oracle,skill"
"6,skill"
"years,skill"
"reporting,skill"
"tools,skill"
"6,skill"
"years,skill"
"additional,skill"
"information,skill"
"key,skill"
"skill,skill"
"•,skill"
"process,skill"
"management,skill"
"&,skill"
"improvement,skill"
"•,skill"
"operations,skill"
"&,skill"
"team,skill"
"management,skill"
"•,skill"
"data,skill"
"governance,skill"
"&,skill"
"automation,skill"
"•,skill"
"oracle,skill"
"e-,skill"
"business,skill"
"systems,skill"
"experience,skill"
"in,skill"
"supplier,skill"
"data/vendor,skill"
"data,skill"
"management,skill"
"•,skill"
"bcp,skill"
"policies,skill"
"&,skill"
"procedures,skill"
"•,skill"
"desk,skill"
"manuals/business,skill"
"process,skill"
"&,skill"
"navigation,skill"
"documentation,skill"
"•,skill"
"business,skill"
"ethics,skill"
"•,skill"
"professional,skill"
"communication,skill"
"•,skill"
"reporting,skill"
"tools,skill"
"&,skill"
"microsoft,skill"
"office,skill"
"applications,skill"
"software,experience"
"automation,experience"
"engineer,experience"
"software,experience"
"automation,experience"
"engineer,experience"
"b.tech,education"
"in,education"
"cse,education"
"meghnad,education"
"saha,education"
"institute,education"
"of,education"
"technology,education"
"uft/qtp,alm/qc,jira,jenkins,automation,skill"
"testing,cicd,service,skill"
"vitualization,uipath,skill"
"additional,skill"
"information,skill"
"operating,skill"
"systems,skill"
"windows,skill"
"10,skill"
"/,skill"
"8,skill"
"/,skill"
"7,skill"
"/,skill"
"vista,skill"
"/,skill"
"xp,skill"
"domains,skill"
"banking,skill"
"and,skill"
"finance,skill"
"frameworks,skill"
"data,skill"
"driven,skill"
"framework,skill"
"keyword,skill"
"driven,skill"
"framework,skill"
"tools,skill"
"hp-uft,skill"
"hp-sv,skill"
"hp-alm/qc,skill"
"soap,skill"
"ui,skill"
"jenkins,skill"
"uipath,skill"
"methodologies,skill"
"stlc,skill"
"agile,skill"
"and,skill"
"waterfall,skill"
"project,skill"
"management,skill"
"tools,skill"
"jira,skill"
"technical,skill"
"skill,skill"
"•,skill"
"2.5+years,skill"
"of,skill"
"professional,skill"
"experience,skill"
"in,skill"
"sql,skill"
"•,skill"
"has,skill"
"hands,skill"
"on,skill"
"experience,skill"
"on,skill"
"oracle,skill"
"db,skill"
"oracle,skill"
"11g,skill"
"•,skill"
"has,skill"
"extensive,skill"
"knowledge,skill"
"of,skill"
"testing,skill"
"procedures,skill"
"and,skill"
"various,skill"
"phases,skill"
"of,skill"
"testing,skill"
"has,skill"
"2+,skill"
"years,skill"
"of,skill"
"experience,skill"
"on,skill"
"qc/alm,skill"
"•,skill"
"has,skill"
"2+,skill"
"years,skill"
"working,skill"
"experience,skill"
"in,skill"
"api,skill"
"&,skill"
"gui,skill"
"testing,skill"
"using,skill"
"hp,skill"
"uft,skill"
"has,skill"
"4,skill"
"months,skill"
"of,skill"
"experience,skill"
"with,skill"
"uipath,skill"
"•,skill"
"has,skill"
"2+,skill"
"years,skill"
"working,skill"
"experience,skill"
"in,skill"
"soap,skill"
"ui,skill"
"•,skill"
"has,skill"
"1.5+,skill"
"year,skill"
"working,skill"
"experience,skill"
"on,skill"
"service,skill"
"virtualization,skill"
"using,skill"
"hp,skill"
"sv,skill"
"tool,skill"
"•,skill"
"has,skill"
"6,skill"
"months,skill"
"working,skill"
"experience,skill"
"in,skill"
"jira,skill"
"during,skill"
"work,skill"
"under,skill"
"agile,skill"
"methodology,skill"
"•,skill"
"has,skill"
"undergone,skill"
"infosys,skill"
"training,skill"
"in,skill"
".net,skill"
"testing,skill"
"•,skill"
"has,skill"
"knowledge,skill"
"about,skill"
"cicd,skill"
"continuous,skill"
"integration,skill"
"and,skill"
"continuous,skill"
"delivery,skill"
"project,skill"
"undertaken,skill"
"di-middleware,skill"
"testing,skill"
"august,skill"
"14,skill"
"-,skill"
"july,skill"
"17,skill"
"domain-,skill"
"accounts,skill"
"and,skill"
"customer,skill"
"client-,skill"
"abn,skill"
"amro,skill"
"bank,skill"
"netherland's,skill"
"bank,skill"
"project,skill"
"name-,skill"
"esb,skill"
"enterprise,skill"
"service,skill"
"bus,skill"
"•,skill"
"tools-,skill"
"alm,skill"
"sql,skill"
"developer,skill"
"hp,skill"
"uft,skill"
"hp,skill"
"sv,skill"
"soap,skill"
"ui,skill"
"jenkins,skill"
"jira,skill"
"in,skill"
"this,skill"
"project,skill"
"we,skill"
"were,skill"
"validating,skill"
"end,skill"
"to,skill"
"end,skill"
"communication,skill"
"of,skill"
"consumer,skill"
"&,skill"
"provider,skill"
"via,skill"
"esb,skill"
"what,skill"
"consumer,skill"
"actually,skill"
"sent,skill"
"to,skill"
"the,skill"
"provider,skill"
"and,skill"
"how,skill"
"provider,skill"
"responds,skill"
"to,skill"
"the,skill"
"consumer,skill"
"testing,skill"
"included,skill"
"system,skill"
"integration,skill"
"testing,skill"
"regression,skill"
"testing,skill"
"gui,skill"
"testing,skill"
"and,skill"
"reports,skill"
"senior,experience"
"software,experience"
"analyst,experience"
"senior,experience"
"software,experience"
"analyst,experience"
"senior,experience"
"software,experience"
"analyst,experience"
"b.tech,education"
"in,education"
"information,education"
"technology,education"
"amity,education"
"university,education"
"canossa,education"
"convent,education"
"girls,education"
"inter,education"
"college,education"
"canossa,education"
"convent,education"
"school,education"
"qa,skill"
"7,skill"
"years,skill"
"testing,skill"
"6,skill"
"years,skill"
"estimation,skill"
"6,skill"
"years,skill"
"amdocs,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"billing,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
"additional,skill"
"information,skill"
"skill,skill"
"and,skill"
"competencies,skill"
"domain,skill"
"and,skill"
"functional,skill"
"expertise,skill"
"tools,skill"
"and,skill"
"languages:,skill"
"•,skill"
"telecommunications,skill"
"and,skill"
"iptv,skill"
"systems,skill"
"•,skill"
"netcracker,skill"
"netprovision,skill"
"insight,skill"
"iisy,skill"
"hdm,skill"
"nokia,skill"
"trouble,skill"
"ticketing,skill"
"•,skill"
"test/qa,skill"
"lead,skill"
"•,skill"
"click,skill"
"schedule,skill"
"fieldlink,skill"
"amdocs-ordering,skill"
"billing,skill"
"-,skill"
"product,skill"
"catalog,skill"
"•,skill"
"project,skill"
"management,skill"
"•,skill"
"ibm,skill"
"-,skill"
"tocp,skill"
"mediaroom,skill"
"mediafirst,skill"
"tv3,skill"
"platform,skill"
"ericsson,skill"
"•,skill"
"software,skill"
"testing,skill"
"and,skill"
"defect,skill"
"management,skill"
"•,skill"
"hp,skill"
"qc,skill"
"10,skill"
"jira,skill"
"tdp,skill"
"accenture,skill"
"test,skill"
"estimation,skill"
"tool,skill"
"•,skill"
"lead,skill"
"to,skill"
"order,skill"
"and,skill"
"order,skill"
"to,skill"
"cash,skill"
"management,skill"
"•,skill"
"caliber,skill"
"rm,skill"
"requirement,skill"
"gathering,skill"
"confluence,skill"
"clear,skill"
"quest,skill"
"•,skill"
"service,skill"
"provisioning,skill"
"and,skill"
"activation,skill"
"•,skill"
"worksoft,skill"
"certify,skill"
"qtp,skill"
"java,skill"
"selenium,skill"
"sql,skill"
"html,skill"
"xml,skill"
"•,skill"
"business,skill"
"analysis,skill"
"requirement,skill"
"management,skill"
"•,skill"
"splunk,skill"
"winscp,skill"
"soap,skill"
"ui,skill"
"kibana,skill"
"wireshark,skill"
"•,skill"
"automation,skill"
"•,skill"
"proficiency,skill"
"in,skill"
"ms,skill"
"office,skill"
"word,skill"
"excel,skill"
"powerpoint,skill"
"and,skill"
"visio,skill"
"system,experience"
"engineer,experience"
"it,experience"
"operations,experience"
"analyst,experience"
"b.e,education"
"in,education"
"electronics,education"
"&,education"
"communication,education"
"visveswaraiah,education"
"technological,education"
"university,education"
"al-ameen,education"
"pu,education"
"college,education"
"rajiv,education"
"gandhi,education"
"institute,education"
"of,education"
"technology,education"
"active,skill"
"directory,skill"
"2,skill"
"years,skill"
"microsoft,skill"
"office,skill"
"windows,end,skill"
"user,skill"
"computing,skill"
"3,skill"
"years,skill"
"server,experience"
"support,experience"
"engineer,experience"
"server,experience"
"support,experience"
"engineer,experience"
"b.tech,education"
"kiit,education"
"college,education"
"of,education"
"engg,education"
"active,skill"
"directory,skill"
"iis,skill"
"sccm,skill"
"dhcp,skill"
"sql,skill"
"wsus,skill"
"dns,skill"
"additional,skill"
"information,skill"
"computer,skill"
"skill,skill"
"●,skill"
"ms,skill"
"office,skill"
"tools:,skill"
"ms,skill"
"excel,skill"
"ms,skill"
"word,skill"
"ms,skill"
"power,skill"
"point,skill"
"●,skill"
"hands,skill"
"on,skill"
"experience,skill"
"on,skill"
"all,skill"
"versions,skill"
"of,skill"
"windows,skill"
"●,skill"
"sound,skill"
"knowledge,skill"
"of,skill"
"internet,skill"
"and,skill"
"networking,skill"
"●,skill"
"coding,skill"
"languages:,skill"
"c,skill"
"c++,skill"
"java,skill"
"test,experience"
"engineer,experience"
"system,experience"
"engineer,experience"
"test,experience"
"engineer,experience"
"test,experience"
"engineer,experience"
"bachelor,education"
"of,education"
"computer,education"
"application,education"
"c#,skill"
"less,skill"
"than,skill"
"1,skill"
"year,skill"
".net,skill"
"sql,skill"
"server,skill"
"css,skill"
"html5,skill"
"skill,skill"
"set,skill"
"•,skill"
"asp.net,skill"
"c#,skill"
"•,skill"
"qa,skill"
"tools,skill"
"•,skill"
"coding,skill"
"and,skill"
"modularization,skill"
"•,skill"
"excellent,skill"
"communication,skill"
"skill,skill"
"•,skill"
"vb,skill"
"vb.net,skill"
"asp,skill"
"•,skill"
"technical,skill"
"specifications,skill"
"creation,skill"
"•,skill"
"html,skill"
"•,skill"
"system,skill"
"backups,skill"
"•,skill"
"sql,skill"
"server,skill"
"2005,skill"
"oracle,skill"
"•,skill"
"system,skill"
"upgrades,skill"
"•,skill"
"java/c/c++,skill"
"•,skill"
"excellent,skill"
"problem-solving,skill"
"abilities,skill"
"navas,skill"
"najeer,skill"
"koya,skill"
"3,skill"
"fresher,experience"
"job,experience"
"tybms,education"
"in,education"
"management,education"
"studies,education"
"vedanta,education"
"college,education"
"of,education"
"management,education"
"and,education"
"information,education"
"technology,education"
"h.s.c,education"
"guru,education"
"nanak,education"
"english,education"
"high,education"
"school,education"
"and,education"
"jr,education"
"cllg,education"
"basic,skill"
"computers,skill"
"knowledge,skill"
"●,skill"
"good,skill"
"understanding,skill"
"of,skill"
"business,skill"
"ethics,skill"
"operational,skill"
"research,skill"
"●,skill"
"completed,skill"
"project,skill"
"work,skill"
"on,skill"
"working,skill"
"capital,skill"
"with,skill"
"a+,skill"
"grade,skill"
"abap,skill"
"having,skill"
"xp,skill"
"windows,skill"
"8,skill"
"windows,skill"
"10,skill"
"os,skill"
"can,skill"
"work,skill"
"on,skill"
"c,skill"
"c++,skill"
"master,education"
"of,education"
"computer,education"
"application,education"
"uptu,education"
"india,education"
"test,experience"
"engineer,experience"
"test,experience"
"engineer,experience"
"test,experience"
"engineer,experience"
"test,experience"
"engineer,experience"
"state,education"
"board,education"
"bachelor,education"
"in,education"
"electronics,education"
"central,education"
"india,education"
"institute,education"
"api,skill"
"1,skill"
"year,skill"
"scripting,skill"
"1,skill"
"year,skill"
"soap,skill"
"1,skill"
"year,skill"
"ui,skill"
"1,skill"
"year,skill"
"xml,skill"
"3,skill"
"years,skill"
"additional,skill"
"information,skill"
"key,skill"
"technical,skill"
"skill,skill"
"technical,skill"
"experience:,skill"
"-,skill"
"automation,skill"
"testing,skill"
"rest,skill"
"api,skill"
"service,skill"
"virtualization,skill"
"functional,skill"
"testing,skill"
"regression,skill"
"testing,skill"
"manual,skill"
"testing,skill"
"scripting,skill"
"sql,skill"
"domain,skill"
"experience:,skill"
"-,skill"
"telecom,skill"
"banking,skill"
"programming,skill"
"&,skill"
"scripting,skill"
"languages:,skill"
"-,skill"
"html,skill"
"css,skill"
"xml,skill"
"sql,skill"
"java,skill"
"basic,skill"
"json,skill"
"sdlc,skill"
"model:,skill"
"-waterfall,skill"
"agile,skill"
"testing,skill"
"tools:,skill"
"-,skill"
"ca,skill"
"lisa,skill"
"apm,skill"
"amdocs,skill"
"process,skill"
"manager,skill"
"soap,skill"
"ui,skill"
"tosca,skill"
"hp-alm,skill"
"qc,skill"
"test,skill"
"management,skill"
"tools:,skill"
"-jira,skill"
"quality,skill"
"center,skill"
"other,skill"
"tools:,skill"
"developer,skill"
"toad,experience"
"database:,experience"
"-,experience"
"db2,education"
"sql,education"
"product,education"
"development,experience"
"engineer,experience"
"m.tech,experience"
"in,experience"
"it,experience"
"product,experience"
"development,education"
"software,education"
"engineer,education"
"system,education"
"engineer,skill"
"in,skill"
"it,skill"
"vit,skill"
"iiit,skill"
"django,skill"
"6,skill"
"years,skill"
"java,skill"
"3,skill"
"years,skill"
"mongodb,skill"
"3,skill"
"years,skill"
"mysql,skill"
"additional,skill"
"information,skill"
"skill,skill"
"python,skill"
"django,skill"
"celery,skill"
"java,skill"
"angularjs,skill"
"html,skill"
"bootstrap,skill"
"3,skill"
"mysql,skill"
"mongodb,skill"
"ubuntu,skill"
"business,skill"
"skill,skill"
"javascript,experience"
"and,experience"
"also,education"
"supports,education"
"location,education"
"search,education"
"education,education"
"btech,education"
"vtu,education"
"-,education"
"bengaluru,education"
"karnataka,education"
"2017,education"
"vijaya,education"
"composite,education"
"p.u,education"
"e-commerce,skill"
"vijaya,skill"
"high,skill"
"school,skill"
"skill,skill"
"php,skill"
"html5,skill"
"additional,skill"
"information,skill"
"software,skill"
"skill,skill"
"https://www.linkedin.com/in/nitin-tr-588105129,skill"
"•,skill"
"programming,skill"
"language:,skill"
"core,skill"
"java,skill"
"peoplecode,skill"
"•,skill"
"scripting,skill"
"languages:,skill"
"php,skill"
"javascript,skill"
"•,skill"
"web,skill"
"languages:,skill"
"html,skill"
"css,skill"
"•,skill"
"database,skill"
"language:,skill"
"sql,skill"
"•,skill"
"frameworks:,skill"
"bootstrap,skill"
"jquery,skill"
"•,skill"
"ide's:,skill"
"netbeans,skill"
"eclipse,skill"
"listening,experience"
"skill,experience"
"on,experience"
"indeed:,experience"
"to,skill"
"project,skill"
"skill,skill"
"javascript,skill"
"oojs,skill"
"rest,skill"
"js,skill"
"dojo,skill"
"testing,experience"
"2,experience"
"project,experience"
"title,experience"
"finux,experience"
"industry,experience"
"finacle,experience"
"june,skill"
"project,skill"
"skill,skill"
",skill"
"framework,experience"
"3,experience"
"universal,experience"
"banking,experience"
",skill"
"product,education"
"•,education"
"bug,education"
"fixing,education"
"education,education"
"b.tech,education"
"institute,education"
"information,skill"
"technical,skill"
"languages:,skill"
"java,skill"
"oojs,skill"
"databases:,skill"
"oracle,skill"
"systems:,skill"
"and,skill"
"tools,skill"
"utilities:,skill"
"ssh,skill"
"winscp,skill"
",skill"
"tools:,skill"
"css,skill"
"web,experience"
"services,experience"
",experience"
"bangalore,experience"
"urban,experience"
"karnataka,experience"
"metlife,education"
"insurance,education"
"company,education"
"software,education"
"education,education"
"bachelor,education"
"of,education"
"technology,education"
"in,education"
"information,education"
"tamil,education"
"nadu,education"
"2010,education"
"to,education"
"java,skill"
"additional,skill"
"information,skill"
"skill,skill"
"•,skill"
"good,skill"
"communication,skill"
"-,skill"
"written,skill"
"and,skill"
"oral,skill"
"skill,skill"
"•,skill"
"excellent,skill"
"conceptual,skill"
"and,skill"
"analytical,skill"
"skill,skill"
"effective,skill"
"interpersonal,skill"
"skill,skill"
"personality,skill"
"communicative,skill"
"organized,experience"
"prashanth,experience"
"badala,experience"
"version,skill"
"control,skill"
"tools,skill"
"subversionsvn,git,skill"
"web/appservers,skill"
"continuous,skill"
"integration,skill"
"tools,skill"
"weblogic,skill"
"11g,skill"
"apache,skill"
"http,skill"
"jenkins,skill"
"1.6,skill"
"tools,skill"
"maven,skill"
"3,skill"
"scripting,skill"
"database,skill"
"oracle,skill"
"11g,skill"
"release,skill"
"tools,skill"
"udeploy,jenkins,skill"
"configuration,education"
"chef,education"
"education,education"
"qualification:,education"
"b.tech,education"
"of,experience"
"canada,experience"
"engineer,skill"
